DOI,Sample_ID,Subsample_ID,Macro or Micro,River Name,CITY,STATE,Latitude,Longitude,"Source (soil, water, etc.)",Watershed Name,Land Use Type,Nearest Steamgage,Streamgage Site,Season of Collection,Year of Collection,Date of collection,Time of collection,Concentration,Concentration_Units,Amount of Sample Collected,Number of Particles Found,Material,Color,Reported Size,Evaluated Size Range (smallest filter size),Evaluated Size Range Units,Morphology,Comment,Standardized Data in ppm3,Spatial File Name,PRECIP,BSLDEM30M,DRNAREA,LC01DEV/LC11DEV,50-percent AEP flood
doi.org/10.1007/s11356-021-12898-7,doi.org/10.1007/s11356-021-12898-7|1,N/A,Microplastics,Waste Treatment Plant Effluents,City of Saskatoon,Canada,52.181961,-106.602144,Effluents of the WWTP,,,10580,11449450,,,08/13/2019,,1.49,particles/L,,,N/A,N/A,N/A,0.7,um,fibers,microfiber,1490,No data for Canada,,,,,
doi.org/10.1007/s11356-021-12898-7,doi.org/10.1007/s11356-021-12898-7|2,N/A,Microplastics,Waste Treatment Plant Effluents,City of Saskatoon,Canada,52.181962,-106.602145,Effluents of the WWTP,,,10580,11449450,,,02/06,,1.47,particles/L,,,N/A,N/A,N/A,0.7,um,fibers,microfiber,1470,No data for Canada,,,,,
doi.org/10.1007/s11356-021-12898-7,doi.org/10.1007/s11356-021-12898-7|3,N/A,Microplastics,Waste Treatment Plant Effluents,City of Saskatoon,Canada,52.181963,-106.602146,Effluents of the WWTP,,,10580,11449450,,,05/24,,1.36,particles/L,,,N/A,N/A,N/A,0.7,um,fibers,microfiber,1360,No data for Canada,,,,,
doi.org/10.1007/s11356-021-12898-7,doi.org/10.1007/s11356-021-12898-7|4,N/A,Microplastics,Waste Treatment Plant Effluents,City of Saskatoon,Canada,52.181964,-106.602147,Effluents of the WWTP,,,10580,11449450,,,05/24/2019,,0.4,particles/L,,,N/A,N/A,N/A,0.7,um,N/A,microplastic,400,No data for Canada,,,,,
doi.org/10.1007/s11356-021-12898-7,doi.org/10.1007/s11356-021-12898-7|5,N/A,Microplastics,Waste Treatment Plant Effluents,City of Saskatoon,Canada,52.181965,-106.602148,Effluents of the WWTP,,,10580,11449450,,,08/14/2019,,0.35,particles/L,,,N/A,N/A,N/A,0.7,um,N/A,microplastic,350,No data for Canada,,,,,
doi.org/10.1007/s11356-021-12898-7,doi.org/10.1007/s11356-021-12898-7|6,N/A,Microplastics,Waste Treatment Plant Effluents,City of Saskatoon,Canada,52.181966,-106.602149,Effluents of the WWTP,,,10580,11449450,,,02/07,,0.22,particles/L,,,N/A,N/A,N/A,0.7,um,N/A,microplastic,220,No data for Canada,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|August_Bottom_Thalweg,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (bottom, thalweg)",,,3909,11048614,,,9/16/21,N/A,971.9,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|August_MidColumn_Thalweg,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (mid column, thalweg)",,,3909,11048613,,,9/16/21,N/A,857,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|August_Surface_LeftBank,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (surface, left bank)",,,3909,11048612,,,9/16/21,N/A,7418.8,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|August_Surface_RightBank,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (surface, right bank)",,,3909,11048611,,,9/16/21,N/A,2303.7,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|August_Surface_Thalweg,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (surface, thalweg)",,,3909,11048610,,,9/16/21,N/A,1822.2,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|July_Bottom_Thalweg,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (bottom, thalweg)",,,3909,11048609,,,7/19/18,N/A,3482.1,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|July_MidColumn_Thalweg,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (mid column, thalweg)",,,3909,11048608,,,7/19/18,N/A,1009.7,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|July_Surface_LeftBank,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (surface, left bank)",,,3909,11048607,,,7/19/18,N/A,3625.3,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|July_Surface_RightBank,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (surface, right bank)",,,3909,11048606,,,7/19/18,N/A,3008.7,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|July_Surface_Thalweg,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (surface, thalweg)",,,3909,11048605,,,7/19/18,N/A,3831.1,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|June_Bottom_Thalweg,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (bottom, thalweg)",,,3909,11048604,,,6/21/18,N/A,95.5,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|June_MidColumn_Thalweg,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (mid column, thalweg)",,,3909,11048603,,,6/21/18,N/A,273.7,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|June_Surface_LeftBank,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (surface, left bank)",,,3909,11048602,,,6/21/18,N/A,4478.8,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|June_Surface_RightBank,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (surface, right bank)",,,3909,11048601,,,6/21/18,N/A,2321.2,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|June_Surface_Thalweg,N/A,Microplastic and Macroplastic,Hillsborough River,"Tampa, FL",,27.951407,-82.465332,"River Water (surface, thalweg)",,,3909,11048600,,,6/21/18,N/A,2339.8,particles/m2/hour,,,,N/A,N/A,500,um,N/A,,,No data for Florida,,,,,
doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|SanMarcos,N/A,Microplastics,San Marcos River,"San Marcos, TX",,29.879220,-97.912633,River Water,,,14545,9231200,,,"Apr '18, Jun '18, Jul '18",N/A,187,particles total,,,N/A,N/A,N/A,53,um,1 fragment; 186 fibers,,,No data for Texas,,,,,
doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|Waco,N/A,Microplastics,Waco Creek,"near Luling, TX",,29.663758,-97.658985,River Water,,,14542,3332345,,,"Sept '17, Oct '17, Mar '18, Apr '18, Jun '18, Jul '18",N/A,663,particles total,,,N/A,N/A,N/A,53,um,33 fragments; 630 fibers,,1.31,No data for Texas,,,,,
doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|Wilsons,N/A,Microplastics,Wilson's Creek,"near Luling, TX",,29.682833,-97.722922,River Water,,,14542,3332345,,,"Jul '17, Mar '18, Apr '18, Jun '18",N/A,105,particles total,,,N/A,N/A,N/A,53,um,7 fragments; 98 fibers,,300,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|CityPark_1,N/A,Macroplastics,San Marcos River,"City Park, San Marcos, TX",,29.8859842,-97.93573289,River Water,,,14545,9231200,,,6/4/21,N/A,10,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|CityPark_10,N/A,Macroplastics,San Marcos River,"City Park, San Marcos, TX",,29.886346,-97.9358751,River Water,,,14545,9231200,,,10/31/21,N/A,8,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|CityPark_2,N/A,Macroplastics,San Marcos River,"City Park, San Marcos, TX",,29.88614289,-97.9357651,River Water,,,14545,9231200,,,6/30/21,N/A,6,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|CityPark_3,N/A,Macroplastics,San Marcos River,"City Park, San Marcos, TX",,29.8863546,-97.93585843,River Water,,,14545,9231200,,,7/10/21,N/A,6,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|CityPark_4,N/A,Macroplastics,San Marcos River,"City Park, San Marcos, TX",,29.8863471,-97.93581167,River Water,,,14545,9231200,,,7/31/21,N/A,4,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|CityPark_5,N/A,Macroplastics,San Marcos River,"City Park, San Marcos, TX",,29.886314,-97.93578856,River Water,,,14545,9231200,,,8/6/21,N/A,14,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|CityPark_6,N/A,Macroplastics,San Marcos River,"City Park, San Marcos, TX",,29.88623667,-97.935857,River Water,,,14545,9231200,,,8/29/21,N/A,33,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|CityPark_7,N/A,Macroplastics,San Marcos River,"City Park, San Marcos, TX",,29.88615478,-97.9358182,River Water,,,14545,9231200,,,9/11/21,N/A,9,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|CityPark_8,N/A,Macroplastics,San Marcos River,"City Park, San Marcos, TX",,29.88629711,-97.9357795,River Water,,,14545,9231200,,,9/25/21,N/A,26,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|CityPark_9,N/A,Macroplastics,San Marcos River,"City Park, San Marcos, TX",,29.88639483,-97.93585625,River Water,,,14545,9231200,,,10/3/21,N/A,19,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|HopkinsBridge_1,N/A,Macroplastics,San Marcos River,"Hopkins Bridge, San Marcos, TX",,29.883966,-97.9356142,River Water,,,14545,9231200,,,6/4/21,N/A,36,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|HopkinsBridge_10,N/A,Macroplastics,San Marcos River,"Hopkins Bridge, San Marcos, TX",,29.8838503,-97.93560311,River Water,,,14545,9231200,,,10/31/21,N/A,24,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|HopkinsBridge_2,N/A,Macroplastics,San Marcos River,"Hopkins Bridge, San Marcos, TX",,29.8838448,-97.935449,River Water,,,14545,9231200,,,6/30/21,N/A,35,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|HopkinsBridge_3,N/A,Macroplastics,San Marcos River,"Hopkins Bridge, San Marcos, TX",,29.8838288,-97.9355301,River Water,,,14545,9231200,,,7/10/21,N/A,61,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|HopkinsBridge_4,N/A,Macroplastics,San Marcos River,"Hopkins Bridge, San Marcos, TX",,29.8837741,-97.9355705,River Water,,,14545,9231200,,,7/31/21,N/A,15,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|HopkinsBridge_5,N/A,Macroplastics,San Marcos River,"Hopkins Bridge, San Marcos, TX",,29.8838333,-97.9356667,River Water,,,14545,9231200,,,8/6/21,N/A,16,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|HopkinsBridge_6,N/A,Macroplastics,San Marcos River,"Hopkins Bridge, San Marcos, TX",,29.883836,-97.935545,River Water,,,14545,9231200,,,8/29/21,N/A,28,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|HopkinsBridge_7,N/A,Macroplastics,San Marcos River,"Hopkins Bridge, San Marcos, TX",,29.883852,-97.93560538,River Water,,,14545,9231200,,,9/11/21,N/A,37,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|HopkinsBridge_8,N/A,Macroplastics,San Marcos River,"Hopkins Bridge, San Marcos, TX",,29.88376022,-97.93568378,River Water,,,14545,9231200,,,9/25/21,N/A,79,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|HopkinsBridge_9,N/A,Macroplastics,San Marcos River,"Hopkins Bridge, San Marcos, TX",,29.8838302,-97.93553238,River Water,,,14545,9231200,,,10/3/21,N/A,96,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|Stokes_1,N/A,Macroplastics,San Marcos River,"Stokes, San Marcos, TX",,29.850017,-97.930828,River Water,,,14545,9231200,,,6/4/21,N/A,12,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|Stokes_10,N/A,Macroplastics,San Marcos River,"Stokes, San Marcos, TX",,29.8682678,-97.9308249,River Water,,,14545,9231200,,,10/31/21,N/A,15,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|Stokes_2,N/A,Macroplastics,San Marcos River,"Stokes, San Marcos, TX",,29.86828144,-97.93091289,River Water,,,14545,9231200,,,6/30/21,N/A,6,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|Stokes_3,N/A,Macroplastics,San Marcos River,"Stokes, San Marcos, TX",,29.8683974,-97.93099038,River Water,,,14545,9231200,,,7/10/21,N/A,5,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|Stokes_4,N/A,Macroplastics,San Marcos River,"Stokes, San Marcos, TX",,29.8685547,-97.9310376,River Water,,,14545,9231200,,,7/31/21,N/A,3,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|Stokes_5,N/A,Macroplastics,San Marcos River,"Stokes, San Marcos, TX",,29.86858,-97.93103825,River Water,,,14545,9231200,,,8/6/21,N/A,3,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|Stokes_6,N/A,Macroplastics,San Marcos River,"Stokes, San Marcos, TX",,29.868274,-97.930853,River Water,,,14545,9231200,,,8/29/21,N/A,10,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|Stokes_7,N/A,Macroplastics,San Marcos River,"Stokes, San Marcos, TX",,29.86853714,-97.93101367,River Water,,,14545,9231200,,,9/11/21,N/A,3,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|Stokes_8,N/A,Macroplastics,San Marcos River,"Stokes, San Marcos, TX",,29.86847978,-97.92890011,River Water,,,14545,9231200,,,9/25/21,N/A,30,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
https://digital.library.txstate.edu/handle/10877/15781,https://digital.library.txstate.edu/handle/10877/15781|Stokes_9,N/A,Macroplastics,San Marcos River,"Stokes, San Marcos, TX",,29.86834778,-97.9296275,River Water,,,14545,9231200,,,10/3/21,N/A,4,items/10m2,,,,N/A,N/A,N/A,N/A,N/A,,,No data for Texas,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.1,N/A,Microplastics,Bosque River,"Lake Waco South, TX",TX,31.967715,-97.391222,"Upstream River, at the Dock",,,14289,11525530,,,Between 21 March 2014 and 25 July 2014,,19%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","Medium Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.10,N/A,Microplastics,Brazos River,"Suburban (Brazos River), TX",TX,29.564089,-95.664590,"Urban, at the Dock",,,14335,9240900,,,Between 21 March 2014 and 25 July 2023,,67%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","High Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.11,N/A,Microplastics,Brazos River,"Waco center, TX",TX,31.582710,-97.151320,"Urban, at the Dock",,,14301,1399500,,,Between 21 March 2014 and 25 July 2024,,75%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","High Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.12,N/A,Microplastics,Brazos River,"Waco (Baylor Marina), TX",TX,31.551091,-97.111566,"Urban, at the Dock",,,14285,3327000,,,Between 21 March 2014 and 25 July 2025,,63%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","High Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.13,N/A,Microplastics,Brazos River,"Below Low Water Dam, TX",TX,31.591643,-97.212234,"Downstream, at the Riverbank",,,14303,5490500,,,Between 21 March 2014 and 25 July 2026,,44%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","Low Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.14,N/A,Microplastics,Brazos River,"Falls of the Brazos, TX",TX,31.250911, -96.921872,"Downstream, at the Dock",,,14315,3118500,,,Between 21 March 2014 and 25 July 2027,,29%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","Low Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.2,N/A,Microplastics,Bosque River,"Lake Waco South, TX",TX,31.521182,-97.244395,"Upstream River, at the Riverbank",,,14302,6614000,,,Between 21 March 2014 and 25 July 2015,,28%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","Medium Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.3,N/A,Microplastics,Bosque River,"Lake Waco Marina, TX",TX,31.556424,-97.232762,"Upstream River, at the Riverbank",,,14303,5490500,,,Between 21 March 2014 and 25 July 2016,,68%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","Medium Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.4,N/A,Microplastics,Navasota Watershed,"Thornton Farm Pond, TX",TX,30.827043,-96.174792,"Upstream River Watershed, at the Riverbank",,,14325,6619420,,,Between 21 March 2014 and 25 July 2017,,31%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","Medium Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.5,N/A,Microplastics,Brazos River,"Lake Whitney North, TX",TX,32.008521,-97.427121,"Upstream River, at the Riverbank",,,14293,10321590,,,Between 21 March 2014 and 25 July 2018,,22%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","Medium Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.6,N/A,Microplastics,Lake Whitney,"Lake Whitney Marina, TX",TX,31.881000,-97.379199,"Upstream River, at the Dock",,,14289,11525530,,,Between 21 March 2014 and 25 July 2019,,24%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","Medium Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.7,N/A,Microplastics,Brazos River,"South of Lake Whitney Dam, TX",TX,31.865307,-97.372772,"Upstream River, at the Riverbank",,,14289,11525530,,,Between 21 March 2014 and 25 July 2020,,24%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","Medium Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
doi.org/10.1016/j.envpol.2016.01.018,doi.org/10.1016/j.envpol.2016.01.018|1.8,N/A,Microplastics,Bosque River,"Bosque River Suburban, TX",TX,31.579161, -97.198118,"Urban, at the Riverbank",,,14303,5490500,,,Between 21 March 2014 and 25 July 2021,,52%,Fmp (Frequency of microplastic ingestion),,,"Macroplastic: masses of plastic, Styrofoam, or fishing material, Microplastic: form of threads.","High Color Distribution; Total Samples: Gray (45%), Blue (34%), Red (6%), Black (6%), Tan (5%),  Green (1%), Other (3%)",< 5mm (96%) ; > 5mm (4%),53,um,"Fragments, Line, Fibers, Macro Debris",,,No data for TX,,,,,
